Transfer Net,Driver,Receiver,R / F,Min Etch Delay (ns),Max Etch Delay (ns),AC-DC Slew Rate (V/ns),Corner,Edge #,Time (ns),Pulse Width (ns),Delay Variation (ns),Driver Probe Point,Receiver Node,Min Raw Etch Delay (ns),Max Raw Etch Delay (ns),Min Derate (ns),Max Derate (ns),Standard Load Delay (ns),Simulation,Ac Noise,Ac Noise Source,$T1:DELAY,$T2:DELAY,$T4:DELAY,PATTERN
sheet1,Controller,IO1,F,1.060,1.126,9.901,FFFE,14,211.693,15.000,0.066,SL_PAD/,IO1_pad,1.612,1.678,0.000,0.000,0.552,controller_fffe_5_1o5_0o75\controller_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,1.043,1.105,10.628,FFFE,15,226.739,15.000,0.062,SL_PAD/,IO1_pad,1.659,1.721,0.000,0.000,0.616,controller_fffe_5_1o5_0o75\controller_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,1.030,1.105,8.888,FFFE,2,31.666,15.000,0.075,SL_PAD/,Controller_pad,1.582,1.657,0.000,0.000,0.552,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,1.004,1.075,9.285,FFFE,3,46.704,15.000,0.071,SL_PAD/,Controller_pad,1.620,1.691,0.000,0.000,0.616,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,1.031,1.112,8.104,FFFE,4,61.668,15.000,0.081,SL_PAD/,Controller_pad,1.583,1.664,0.000,0.000,0.552,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,1.003,1.075,9.160,FFFE,5,76.704,15.000,0.072,SL_PAD/,Controller_pad,1.619,1.691,0.000,0.000,0.616,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,1.032,1.114,8.007,FFFE,6,91.671,15.000,0.082,SL_PAD/,Controller_pad,1.584,1.666,0.000,0.000,0.552,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,1.005,1.077,9.165,FFFE,7,106.706,15.000,0.072,SL_PAD/,Controller_pad,1.621,1.693,0.000,0.000,0.616,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,1.034,1.116,8.005,FFFE,8,121.672,15.000,0.082,SL_PAD/,Controller_pad,1.586,1.668,0.000,0.000,0.552,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,1.004,1.077,9.124,FFFE,9,136.705,15.000,0.073,SL_PAD/,Controller_pad,1.620,1.693,0.000,0.000,0.616,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,1.032,1.113,8.188,FFFE,10,151.671,15.000,0.081,SL_PAD/,Controller_pad,1.584,1.665,0.000,0.000,0.552,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,1.005,1.077,9.073,FFFE,11,166.705,15.000,0.072,SL_PAD/,Controller_pad,1.621,1.693,0.000,0.000,0.616,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,1.031,1.113,7.998,FFFE,12,181.669,15.000,0.082,SL_PAD/,Controller_pad,1.583,1.665,0.000,0.000,0.552,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,1.006,1.079,9.059,FFFE,13,196.707,15.000,0.073,SL_PAD/,Controller_pad,1.622,1.695,0.000,0.000,0.616,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,1.036,1.117,8.095,FFFE,14,211.674,15.000,0.081,SL_PAD/,Controller_pad,1.588,1.669,0.000,0.000,0.552,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,1.004,1.076,9.073,FFFE,15,226.704,15.000,0.072,SL_PAD/,Controller_pad,1.620,1.692,0.000,0.000,0.616,io0_fffe_5_1o5_0o75\io0_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,1.066,1.134,9.714,FFFE,2,31.700,15.000,0.068,SL_PAD/,Controller_pad,1.618,1.686,0.000,0.000,0.552,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,1.045,1.104,11.148,FFFE,3,46.739,15.000,0.059,SL_PAD/,Controller_pad,1.661,1.720,0.000,0.000,0.616,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,1.070,1.137,9.861,FFFE,4,61.703,15.000,0.067,SL_PAD/,Controller_pad,1.622,1.689,0.000,0.000,0.552,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,1.045,1.104,11.245,FFFE,5,76.739,15.000,0.059,SL_PAD/,Controller_pad,1.661,1.720,0.000,0.000,0.616,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,1.070,1.136,9.995,FFFE,6,91.704,15.000,0.066,SL_PAD/,Controller_pad,1.622,1.688,0.000,0.000,0.552,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,1.046,1.106,11.066,FFFE,7,106.741,15.000,0.060,SL_PAD/,Controller_pad,1.662,1.722,0.000,0.000,0.616,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,1.070,1.138,9.753,FFFE,8,121.705,15.000,0.068,SL_PAD/,Controller_pad,1.622,1.690,0.000,0.000,0.552,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,1.046,1.106,11.040,FFFE,9,136.742,15.000,0.060,SL_PAD/,Controller_pad,1.662,1.722,0.000,0.000,0.616,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,1.070,1.137,9.823,FFFE,10,151.703,15.000,0.067,SL_PAD/,Controller_pad,1.622,1.689,0.000,0.000,0.552,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,1.047,1.105,11.311,FFFE,11,166.742,15.000,0.058,SL_PAD/,Controller_pad,1.663,1.721,0.000,0.000,0.616,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,1.071,1.139,9.710,FFFE,12,181.704,15.000,0.068,SL_PAD/,Controller_pad,1.623,1.691,0.000,0.000,0.552,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,1.047,1.106,11.076,FFFE,13,196.741,15.000,0.059,SL_PAD/,Controller_pad,1.663,1.722,0.000,0.000,0.616,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,1.071,1.139,9.576,FFFE,14,211.705,15.000,0.068,SL_PAD/,Controller_pad,1.623,1.691,0.000,0.000,0.552,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,1.046,1.106,11.047,FFFE,15,226.741,15.000,0.060,SL_PAD/,Controller_pad,1.662,1.722,0.000,0.000,0.616,io1_fffe_5_1o5_0o75\io1_fffe_5_1o5_0o75.csd,0.00V,tnet,5in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,F,1.012,1.072,11.023,FFFE,2,31.642,15.000,0.060,SL_PAD/,IO0_pad,1.564,1.624,0.000,0.000,0.552,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,0.984,1.046,10.559,FFFE,3,46.682,15.000,0.062,SL_PAD/,IO0_pad,1.600,1.662,0.000,0.000,0.616,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,1.012,1.068,11.684,FFFE,4,61.640,15.000,0.056,SL_PAD/,IO0_pad,1.564,1.620,0.000,0.000,0.552,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,0.985,1.047,10.763,FFFE,5,76.682,15.000,0.062,SL_PAD/,IO0_pad,1.601,1.663,0.000,0.000,0.616,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,1.009,1.068,11.213,FFFE,6,91.639,15.000,0.059,SL_PAD/,IO0_pad,1.561,1.620,0.000,0.000,0.552,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,0.986,1.046,11.049,FFFE,7,106.683,15.000,0.060,SL_PAD/,IO0_pad,1.602,1.662,0.000,0.000,0.616,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,1.011,1.067,11.737,FFFE,8,121.640,15.000,0.056,SL_PAD/,IO0_pad,1.563,1.619,0.000,0.000,0.552,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,0.985,1.047,10.731,FFFE,9,136.682,15.000,0.062,SL_PAD/,IO0_pad,1.601,1.663,0.000,0.000,0.616,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,1.012,1.069,11.383,FFFE,10,151.640,15.000,0.057,SL_PAD/,IO0_pad,1.564,1.621,0.000,0.000,0.552,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,0.985,1.047,10.763,FFFE,11,166.683,15.000,0.062,SL_PAD/,IO0_pad,1.601,1.663,0.000,0.000,0.616,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,1.013,1.072,11.243,FFFE,12,181.643,15.000,0.059,SL_PAD/,IO0_pad,1.565,1.624,0.000,0.000,0.552,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,0.985,1.047,10.587,FFFE,13,196.683,15.000,0.062,SL_PAD/,IO0_pad,1.601,1.663,0.000,0.000,0.616,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,1.011,1.069,11.353,FFFE,14,211.640,15.000,0.058,SL_PAD/,IO0_pad,1.563,1.621,0.000,0.000,0.552,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,0.984,1.046,10.726,FFFE,15,226.681,15.000,0.062,SL_PAD/,IO0_pad,1.600,1.662,0.000,0.000,0.616,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,1.183,1.247,10.238,FFFE,2,31.815,15.000,0.064,SL_PAD/,IO1_pad,1.735,1.799,0.000,0.000,0.552,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,1.153,1.219,10.025,FFFE,3,46.854,15.000,0.066,SL_PAD/,IO1_pad,1.769,1.835,0.000,0.000,0.616,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,1.179,1.245,9.984,FFFE,4,61.812,15.000,0.066,SL_PAD/,IO1_pad,1.731,1.797,0.000,0.000,0.552,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,1.155,1.216,10.750,FFFE,5,76.852,15.000,0.061,SL_PAD/,IO1_pad,1.771,1.832,0.000,0.000,0.616,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,1.178,1.245,9.838,FFFE,6,91.810,15.000,0.067,SL_PAD/,IO1_pad,1.730,1.797,0.000,0.000,0.552,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,1.153,1.216,10.417,FFFE,7,106.852,15.000,0.063,SL_PAD/,IO1_pad,1.769,1.832,0.000,0.000,0.616,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,1.178,1.244,10.005,FFFE,8,121.811,15.000,0.066,SL_PAD/,IO1_pad,1.730,1.796,0.000,0.000,0.552,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,1.153,1.216,10.448,FFFE,9,136.851,15.000,0.063,SL_PAD/,IO1_pad,1.769,1.832,0.000,0.000,0.616,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,1.180,1.247,9.790,FFFE,10,151.813,15.000,0.067,SL_PAD/,IO1_pad,1.732,1.799,0.000,0.000,0.552,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,1.153,1.217,10.441,FFFE,11,166.852,15.000,0.064,SL_PAD/,IO1_pad,1.769,1.833,0.000,0.000,0.616,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,1.183,1.248,10.099,FFFE,12,181.815,15.000,0.065,SL_PAD/,IO1_pad,1.735,1.800,0.000,0.000,0.552,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,1.154,1.217,10.555,FFFE,13,196.852,15.000,0.063,SL_PAD/,IO1_pad,1.770,1.833,0.000,0.000,0.616,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,1.179,1.246,9.863,FFFE,14,211.812,15.000,0.067,SL_PAD/,IO1_pad,1.731,1.798,0.000,0.000,0.552,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,1.152,1.216,10.344,FFFE,15,226.851,15.000,0.064,SL_PAD/,IO1_pad,1.768,1.832,0.000,0.000,0.616,controller_fffe_5_1o5_1o5\controller_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,F,1.027,1.089,10.679,FFFE,2,31.659,15.000,0.062,SL_PAD/,Controller_pad,1.579,1.641,0.000,0.000,0.552,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,R,0.987,1.045,11.495,FFFE,3,46.682,15.000,0.058,SL_PAD/,Controller_pad,1.603,1.661,0.000,0.000,0.616,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,F,1.029,1.089,10.973,FFFE,4,61.659,15.000,0.060,SL_PAD/,Controller_pad,1.581,1.641,0.000,0.000,0.552,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,R,0.991,1.049,11.373,FFFE,5,76.685,15.000,0.058,SL_PAD/,Controller_pad,1.607,1.665,0.000,0.000,0.616,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,F,1.028,1.088,10.945,FFFE,6,91.658,15.000,0.060,SL_PAD/,Controller_pad,1.580,1.640,0.000,0.000,0.552,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,R,0.990,1.051,10.914,FFFE,7,106.686,15.000,0.061,SL_PAD/,Controller_pad,1.606,1.667,0.000,0.000,0.616,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,F,1.030,1.091,10.856,FFFE,8,121.661,15.000,0.061,SL_PAD/,Controller_pad,1.582,1.643,0.000,0.000,0.552,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,R,0.989,1.047,11.367,FFFE,9,136.683,15.000,0.058,SL_PAD/,Controller_pad,1.605,1.663,0.000,0.000,0.616,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,F,1.029,1.088,11.132,FFFE,10,151.659,15.000,0.059,SL_PAD/,Controller_pad,1.581,1.640,0.000,0.000,0.552,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,R,0.988,1.046,11.442,FFFE,11,166.682,15.000,0.058,SL_PAD/,Controller_pad,1.604,1.662,0.000,0.000,0.616,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,F,1.027,1.086,11.267,FFFE,12,181.656,15.000,0.059,SL_PAD/,Controller_pad,1.579,1.638,0.000,0.000,0.552,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,R,0.991,1.049,11.317,FFFE,13,196.686,15.000,0.058,SL_PAD/,Controller_pad,1.607,1.665,0.000,0.000,0.616,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,F,1.030,1.089,11.248,FFFE,14,211.660,15.000,0.059,SL_PAD/,Controller_pad,1.582,1.641,0.000,0.000,0.552,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO0,Controller,R,0.990,1.049,11.167,FFFE,15,226.684,15.000,0.059,SL_PAD/,Controller_pad,1.606,1.665,0.000,0.000,0.616,io0_fffe_5_1o5_1o5\io0_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,F,1.198,1.272,8.833,FFFE,2,31.834,15.000,0.074,SL_PAD/,Controller_pad,1.750,1.824,0.000,0.000,0.552,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,R,1.160,1.218,11.310,FFFE,3,46.855,15.000,0.058,SL_PAD/,Controller_pad,1.776,1.834,0.000,0.000,0.616,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,F,1.196,1.272,8.666,FFFE,4,61.833,15.000,0.076,SL_PAD/,Controller_pad,1.748,1.824,0.000,0.000,0.552,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,R,1.157,1.218,10.978,FFFE,5,76.853,15.000,0.061,SL_PAD/,Controller_pad,1.773,1.834,0.000,0.000,0.616,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,F,1.193,1.269,8.685,FFFE,6,91.830,15.000,0.076,SL_PAD/,Controller_pad,1.745,1.821,0.000,0.000,0.552,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,R,1.157,1.217,10.991,FFFE,7,106.853,15.000,0.060,SL_PAD/,Controller_pad,1.773,1.833,0.000,0.000,0.616,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,F,1.194,1.271,8.655,FFFE,8,121.833,15.000,0.077,SL_PAD/,Controller_pad,1.746,1.823,0.000,0.000,0.552,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,R,1.157,1.217,11.143,FFFE,9,136.853,15.000,0.060,SL_PAD/,Controller_pad,1.773,1.833,0.000,0.000,0.616,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,F,1.193,1.268,8.862,FFFE,10,151.829,15.000,0.075,SL_PAD/,Controller_pad,1.745,1.820,0.000,0.000,0.552,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,R,1.158,1.217,11.178,FFFE,11,166.853,15.000,0.059,SL_PAD/,Controller_pad,1.774,1.833,0.000,0.000,0.616,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,F,1.195,1.271,8.760,FFFE,12,181.832,15.000,0.076,SL_PAD/,Controller_pad,1.747,1.823,0.000,0.000,0.552,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,R,1.158,1.218,10.923,FFFE,13,196.854,15.000,0.060,SL_PAD/,Controller_pad,1.774,1.834,0.000,0.000,0.616,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,F,1.196,1.271,8.735,FFFE,14,211.831,15.000,0.075,SL_PAD/,Controller_pad,1.748,1.823,0.000,0.000,0.552,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,IO1,Controller,R,1.158,1.218,11.013,FFFE,15,226.854,15.000,0.060,SL_PAD/,Controller_pad,1.774,1.834,0.000,0.000,0.616,io1_fffe_5_1o5_1o5\io1_fffe_5_1o5_1o5.csd,0.00V,tnet,5in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,1.055,1.114,11.212,FFFE,2,31.685,15.000,0.059,SL_PAD/,IO0_pad,1.607,1.666,0.000,0.000,0.552,controller_fffe_6_0o75_0o75\controller_fffe_6_0o75_0o75.csd,0.00V,tnet,6in,0.75in,0.75in,default_clock
sheet1,Controller,IO0,R,1.028,1.091,10.572,FFFE,3,46.726,15.000,0.063,SL_PAD/,IO0_pad,1.644,1.707,0.000,0.000,0.616,controller_fffe_6_0o75_0o75\controller_fffe_6_0o75_0o75.csd,0.00V,tnet,6in,0.75in,0.75in,default_clock
sheet1,Controller,IO0,F,1.054,1.115,10.980,FFFE,4,61.685,15.000,0.061,SL_PAD/,IO0_pad,1.606,1.667,0.000,0.000,0.552,controller_fffe_6_0o75_0o75\controller_fffe_6_0o75_0o75.csd,0.00V,tnet,6in,0.75in,0.75in,default_clock
sheet1,Controller,IO0,R,1.027,1.090,10.570,FFFE,5,76.725,15.000,0.063,SL_PAD/,IO0_pad,1.643,1.706,0.000,0.000,0.616,controller_fffe_6_0o75_0o75\controller_fffe_6_0o75_0o75.csd,0.00V,tnet,6in,0.75in,0.75in,default_clock
sheet1,Controller,IO0,F,1.055,1.114,11.168,FFFE,6,91.685,15.000,0.059,SL_PAD/,IO0_pad,1.607,1.666,0.000,0.000,0.552,controller_fffe_6_0o75_0o75\controller_fffe_6_0o75_0o75.csd,0.00V,tnet,6in,0.75in,0.75in,default_clock
sheet1,Controller,IO0,R,1.029,1.091,10.518,FFFE,7,106.726,15.000,0.062,SL_PAD/,IO0_pad,1.645,1.707,0.000,0.000,0.616,controller_fffe_6_0o75_0o75\controller_fffe_6_0o75_0o75.csd,0.00V,tnet,6in,0.75in,0.75in,default_clock
sheet1,Controller,IO0,F,1.056,1.115,11.314,FFFE,8,121.687,15.000,0.059,SL_PAD/,IO0_pad,1.608,1.667,0.000,0.000,0.552,controller_fffe_6_0o75_0o75\controller_fffe_6_0o75_0o75.csd,0.00V,tnet,6in,0.75in,0.75in,default_clock
sheet1,Controller,IO0,R,1.029,1.091,10.596,FFFE,9,136.726,15.000,0.062,SL_PAD/,IO0_pad,1.645,1.707,0.000,0.000,0.616,controller_fffe_6_0o75_0o75\controller_fffe_6_0o75_0o75.csd,0.00V,tnet,6in,0.75in,0.75in,default_clock
